group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments
good,A,A_selo.pl.ua_Shcho_obyednuye_dvokh_naybilshykh_heniyiv_2014.txt,Жовнір,Наталія,Що об'єднує двох найбільших геніїв слова України та Англії?,Село полтавське,http://www.selo.pl.ua/novyny/scho-obednue-dvoh-najbilshih-geniiv-slova-ukraini-ta-anglii/,,,,2014,,353,0,,
good,A,A_sportzt.com_Startuvav_chempionat_V_Zhytomyra_z_futzalu.txt,,,Стартував чемпіонат Житомира з футзалу,Спортивний Житомир,http://sportzt.com/news/%D1%84%D1%83%D1%82%D0%B7%D0%B0%D0%BB-%D1%84%D1%83%D1%82%D0%B7%D0%B0%D0%BB-%D0%B2-%D0%B6%D0%B8%D1%82%D0%BE%D0%BC%D0%B8%D1%80%D1%96/%D1%81%D1%82%D0%B0%D1%80%D1%82%D1%83%D0%B2%D0%B0%D0%B2-%D1%87%D0%B5%D0%BC%D0%BF%D1%96%D0%BE%D0%BD%D0%B0%D1%82-%D0%B6%D0%B8%D1%82%D0%BE%D0%BC%D0%B8%D1%80%D0%B0-%D0%B7-%D1%84%D1%83%D1%82%D0%B7%D0%B0%D0%BB%D1%83,,,,2013,,248,0,Сицинский - Сіцінський,
good,A,A_sportzt.com_V_Zhytomyri_vidbuvsia_Mizhnarodnyi_turnir.txt,,,В Житомирі відбувся Міжнародний турнір з баскетболу серед команд ветеранів,Спортивний Житомир,http://sportzt.com/news/%D0%B1%D0%B0%D1%81%D0%BA%D0%B5%D1%82%D0%B1%D0%BE%D0%BB-%D0%B2%D0%B5%D1%82%D0%B5%D1%80%D0%B0%D0%BD%D0%B8/%D0%B2-%D0%B6%D0%B8%D1%82%D0%BE%D0%BC%D0%B8%D1%80%D1%96-%D0%B2%D1%96%D0%B4%D0%B1%D1%83%D0%B2%D1%81%D1%8F-%D0%BC%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9-%D1%82%D1%83%D1%80%D0%BD%D1%96%D1%80-%D0%B7-%D0%B1%D0%B0%D1%81%D0%BA%D0%B5%D1%82%D0%B1%D0%BE%D0%BB%D1%83-%D1%81%D0%B5%D1%80%D0%B5%D0%B4-%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4-%D0%B2%D0%B5%D1%82%D0%B5%D1%80%D0%B0%D0%BD%D1%96%D0%B2,,,,2013,,246,0,відволіктися - відвернути свою увагу,
good,A,A_telekritika_Dolzhenkova_Reyderstva_tyzhnya_2013.txt,Долженкова,Інна,Рейдерства тижня,Телекритика,http://www.telekritika.ua/kontent/2013-05-01/81358,,Київ,,2013,,1892,0,,"медіактивів - медіа-активів; дурепи, - дурепи; жодних редакторів до підготовки цієї нашвидкуруч спеченої заяви не залучали - жодного редактора не залучали, щоб підготувати цю нашвидкуруч спечену заяву"
good,A,A_ternopoliany.te.ua_Cherhovyi_zvedenyi_zahin_2014.txt,,,Черговий зведений загін тернопільських правоохоронців виїхав в зону АТО,Тернополяни,http://ternopoliany.te.ua/3283-cherhovyi-zvedenyi-zahin-ternopilskykh-pravookhorontsiv-vyikhav-v-zonu-ato,,,,2014,,201,0,,
good,A,A_ternopoliany.te.ua_Labai_Ternopilshchyna_zustrila_biytsiv_2014.txt,Лабай,Василь,Тернопільщина зустріла бійців Залізної бригади,Тернополяни,http://ternopoliany.te.ua/zhittya/3611-ternopilshchyna-zustrila-biitsiv-zaliznoi-bryhady,,,,2014,,205,0,,
good,A,A_ternopoliany.te.ua_Militsia_zatrymala_neliuda_2014.txt,,,"Міліція затримала нелюда, який вбив сторожа автостоянки в Тернополі",Тернополяни,http://ternopoliany.te.ua/3312-militsiia-zatrymala-neliuda-iakyi-vbyv-storozha-avtostoianky-v-ternopoli,,,,2014,,229,0,"«напарником», 6 - «напарником» 6",
good,A,A_ternopoliany.te.ua_Ternopolianyn_varyt_shokolad_2014.txt,,,"Тернополянин варить шоколад, що не шкодить фігурі",Тернополяни,http://ternopoliany.te.ua/zhittya/3341-ternopolianyn-varyt-shokolad-shcho-ne-shkodyt-fihuri,,,,2014,,305,0,,
good,A,A_theinsider.ua_Kiyanovska_1_Ya_ne_poet_2014.txt,Кіяновська,Маріанна,"Я – не поет, я триголова коза сучукрліту",Insider,http://www.theinsider.ua/art/marianna-kiyanovska-ya---ne-poet-ya-trigolova-koza-suchukrlitu/,,,,2014,,878,0,"смиренно та - смиренно, та; що - графоман - що я - графоман; Отож я - Отож, я; ред) - ред,); пару слів - кілька слів",
good,A,A_theinsider.ua_Kiyanovska_2_Ya_ne_poet_2014.txt,Кіяновська,Маріанна,"Я – не поет, я триголова коза сучукрліту",Insider,http://www.theinsider.ua/art/marianna-kiyanovska-ya---ne-poet-ya-trigolova-koza-suchukrlitu/,,,,2014,,951,0,"Україні» чи - Україні», чи; вирізняється від - відрізняється від",
good,A,A_umoloda.kiev.ua_Kosynska_Zahyst_dlia_filtriv_2014.txt,Косинська,Юлія,Захист для «фільтрів»,Україна молода,http://www.umoloda.kiev.ua/number/2446/218/86923/,,,,2014,,524,0,статі і віку - статі й віку; стикаються з нирковою недостатністю - мають ниркову недостатність;  запальні захворювання -  запальні хвороби; ці захворювання - ці хвороби;  з допомогою крапельниць і катетера - через крапельниці й катетер; При найменших підозрах необхідно - за наймешної підозри слід; профілактичним засобом запальних процесів - профілактичним засобом проти запальних процесів; у свіжому вигляді - свіжі; Для запобігання недуги - Щоб запобігти недузі,
good,A,A_umoloda.kiev.ua_Lebid_Kyivskyi_torh_2014.txt,Лебідь,Наталія,Київський торг,Україна молода,http://www.umoloda.kiev.ua/number/2443/180/86838/,,,,2014,,596,0,обоймі - обіймі,
good,A,A_umoloda.kiev.ua_Saperna_lopatka_arhument_separatysta_2014.txt,,,Саперна лопатка — аргумент сепаратиста,Україна молода,http://www.umoloda.kiev.ua/number/2454/283/87194/,,,,2014,,638,0,"у іншому - в іншому; ніколи», - ніколи»",
good,A,A_vechirka.com.ua_I_khochetsia_myru_dlia_dushi_2014.txt,,,І хочеться миру душі…,Вечірня газета,http://www.vechirka.com.ua/xochetsya-miru-dush,,,,2014,,486,0,необхідну -потрібну,
good,A,A_vechirka.com.ua_Lisnychenko_Starozhytnosti_oberih_vid_bezpamyatstva_2012.txt,Лісниченко,Юрій,Старожитності - оберіг від безпам’ятства,Вечірня газета,http://www.vechirka.com.ua/starozhitnost-ober-g-v-d-bezpam-yatstva,,,,2012,,781,0,,
good,A,A_vechirka.com.ua_Mozhlyvo_dopomozhe_y_chasnyk_2014.txt,,,"Можливо, допоможе й часник, але напевно – вакцина!",Вечірня газета,http://www.vechirka.com.ua/mozhlivo-dopomozhe-i-chasnik-ale-napevno-vakcina,,,,2014,,344,0,,
good,A,A_vechirka.com.ua_Siohodni_u_kirovohradskyh_shkolakh_2013.txt,,,Сьогодні у кіровоградських школах - останній дзвоник,Вечірня газета,http://www.vechirka.com.ua/sogodn-u-k-rovogradskix-shkolax-ostann-i-dzvonik,,,,2013,,471,0,,
good,A,A_vesti.dp.ua_Dyva_ta_kazky_Kanivskykh_hir_2015.txt,Букрєєва,Анфіса,Дива та казки Канівських гір,Вісті Придніпров'я,http://vesti.dp.ua/%d0%b4%d0%b8%d0%b2%d0%b0-%d1%82%d0%b0-%d0%ba%d0%b0%d0%b7%d0%ba%d0%b8-%d0%ba%d0%b0%d0%bd%d1%96%d0%b2%d1%81%d1%8c%d0%ba%d0%b8%d1%85-%d0%b3%d1%96%d1%80/,,,,2015,,705,0,В вечірніх - У вечірніх; одружилися на інших дівчатах - одружилися з іншими дівчатами; лишень - тільки,
good,A,A_vesti.dp.ua_Persha_v_Ukraini_2015.txt,,,"Перша в Україні електронна оцінка роботи адмінцентрів – на Дніпропетровщині, – Валентин Резніченко",Вісті Придніпров'я,http://vesti.dp.ua/%d0%bf%d0%b5%d1%80%d1%88%d0%b0-%d0%b2-%d1%83%d0%ba%d1%80%d0%b0%d1%97%d0%bd%d1%96-%d0%b5%d0%bb%d0%b5%d0%ba%d1%82%d1%80%d0%be%d0%bd%d0%bd%d0%b0-%d0%be%d1%86%d1%96%d0%bd%d0%ba%d0%b0-%d1%80%d0%be%d0%b1/,,,,2015,,237,0,,
good,A,A_vesti.dp.ua_U_DNU_pryvitaly_koleh_2015.txt,,,"У ДНУ привітали колег, які стали на захист суверенітету України",Вісті Придніпров'я,http://vesti.dp.ua/%d1%83-%d0%b4%d0%bd%d1%83-%d0%bf%d1%80%d0%b8%d0%b2%d1%96%d1%82%d0%b0%d0%bb%d0%b8-%d0%ba%d0%be%d0%bb%d0%b5%d0%b3-%d1%8f%d0%ba%d1%96-%d1%81%d1%82%d0%b0%d0%bb%d0%b8-%d0%bd%d0%b0-%d0%b7%d0%b0%d1%85%d0%b8/,,,,2015,,771,0,"Зберігаючи українські традиції, це свято відзначається - Зберігаючи українські традиції, це свято відзначаємо; смислі, - смислі; Сході України - сході України ",
good,A,A_vesti.dp.ua_Vid_IT-tekhnolohii_2015.txt,,,Від IT-технологій – до сімейних стосунків: молодь Дніпропетровщини презентувала власне бачення розвитку регіону,Вісті Придніпров'я,http://vesti.dp.ua/%d0%b2%d1%96%d0%b4-it-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be%d0%b3%d1%96%d0%b9-%d0%b4%d0%be-%d1%81%d1%96%d0%bc%d0%b5%d0%b9%d0%bd%d0%b8%d1%85-%d1%81%d1%82%d0%be%d1%81%d1%83%d0%bd%d0%ba/,,,,2015,,385,0,еко-туризм - екотуризм,
good,A,A_vikna.if.ua_Likari_yaki_obstezhyly_u_Kyyevi_Sofiyku_Kiselyuk_daly_nadiyu_1_2015.txt,,,"Лікарі, які обстежили у Києві Софійку Кіселюк, дали надію: вона зможе чути і частково бачити",Вікна,http://vikna.if.ua/news/category/if/2015/03/15/31397/view#ad-image-0,,Київ,,2015,,137,0," у Київ — до Києва",
good,A,A_vilne.org.ua_Kostyshyn_Pozhezha_v_tesntri_Ternopolia_2015.txt,Костишин,Лілія,Пожежа в центрі Тернополя: хто винен?,Вільне життя,http://vilne.org.ua/2015/08/%D0%BF%D0%BE%D0%B6%D0%B5%D0%B6%D0%B0-%D0%B2-%D1%86%D0%B5%D0%BD%D1%82%D1%80%D1%96-%D1%82%D0%B5%D1%80%D0%BD%D0%BE%D0%BF%D0%BE%D0%BB%D1%8F-%D1%85%D1%82%D0%BE-%D0%B2%D0%B8%D0%BD%D0%B5%D0%BD/,,,,2015,,346,0,торгівельна - торговельна,
good,A,A_wz.lviv.ua_Hutyk_Hryshko_obrazyvsia_2013.txt,Гутик,Олена,Гришко образився...,Високий Замок,http://www.wz.lviv.ua/showbiz/125117,,,,2013,,336,0,із злочинністю - зі злочинністю,
good,A,A_wz.lviv.ua_Pukish-Yunko_U_stolytsi_balotuyetsia.txt,Пукіш-Юнко,Інна,"У столиці балотується Леді Ґаґа, у Запоріжжі – Марія Деві Христос",Високий Замок,http://wz.lviv.ua/ukraine/143095-u-stolytsi-balotuietsia-ledi-gaga-u-zaporizhzhi-mariia-devi-khrystos,,,,2015,,562,0,"Town), у - Town) у; за що їм чергове виборче «щастя» підвалило - за що їм на виборах знову поталанило»",
good,A,A_wz.lviv.ua_Voronovych_Narod_zhytyme_po-novomu_2014.txt,Воронович,Зіновія,"Народ житиме по-новому, олігархи — по-старому?",Високий Замок,http://www.wz.lviv.ua/economics/129686,,,,2014,,919,0,"всохлись - всохли; Більше того - Ба більше; подумати, ніж - подумати, перш ніж",
good,A,A_wz.lviv.ua_Yarema_Emir_Kusturitsa_otrymav_Zolotoho_Diuka_2013.txt,Ярема,Галина,Емір Кустуріца отримав «Золотого Дюка»,Високий Замок,http://www.wz.lviv.ua/showbiz/123471,,,,2013,,742,0,Цвяхом програми - Окрасою програми; Картина удостоєна премії - Картину відзначено премією,
good,A,A_zak.depo.ua_Desiat_prychyn_tsiluvatys.txt,,,Десять причин цілуватися щодня і довго: До Всесвітнього дня поцілунків,zak.depo.ua,http://zak.depo.ua/ukr/zak/desyat-prichin-tsiluvatisya-shchodnya-i-dovgo---do-vsesvitnogo-06072015080000,,,,2015,,236,0,більше 3 хвилин - понад 3 хвилини,
good,A,A_zaxid.net_Fomenko_Choho_chekaty_vid_ministerstva_pravdy_2014.txt,Фоменко,Олександр,Чого чекати від «міністерства правди»?,ZAXID.NET,http://zaxid.net/news/showNews.do?chogo_chekati_vid_ministerstva_pravdi&objectId=1333185,,,,2014,,772,0,всього-на-всього 3 млн грн.- якихось 3 млн грн.; Тим більше - До того ж; не безпідставною - небезпідставною,
good,A,"A_zaxid.net_Sheliya_Strakh,_viyna,_imperiya_2014.txt",Шелія,Марія,"Страх, війна, імперія – архаїчна дійсність Росії",ZAHID.NET,http://zaxid.net/news/showNews.do?strah_viyna_imperiya__arhayichna_diysnist_rosiyi&objectId=1333328,,,,2014,,884,0,"провів тотальну зачистку громадських організацій - тотально зачистив громадські організації; праві або - праві, або ",
good,A,A_zaxid.net_Znas_Vin_obrav_Ukrayinu_2014.txt,Знась,Ірина,Він обрав Україну,ZAXID.NET,http://zaxid.net/news/showNews.do?vin_obrav_ukrayinu&objectId=1329790,,,,2014,,759,0,"Мабуть тому - Мабуть, тому; Україну і до Львова зокрема 1992 - Україну, і до Львова зокрема, 1992;  українка і я -  українка, і я",
good,A,A_zbruc.eu_Dzhamala_peremohla_u_konkursi_Eurovision_2016.txt,,,Джамала перемогла у конкурсі Eurovision-2016,MediaSapiens,http://zbruc.eu/node/51448,,,,2016,292,266,0,в ході - під час; третя співакові - третє - співакові; журі ж яких - журі яких,
good,A,A_zhitomir.info_TsVK_nahadala_pro_pochatok.txt,,,ЦВК нагадала про початок висування кандидатів та попросила міліцію слідкувати за агітацією,Житомир.info,http://www.zhitomir.info/news_150618.html,,,,2015,,278,0,,
good,A,A_zhitomir.info_U_Den_prapora.txt,,,У День прапора чуднівська малеча отримала подарунки та розваги від Руслана Годованого,Житомир.info,http://www.zhitomir.info/news_149952.html,,,,2015,,237,0,а і отримувала - а й отримувала,
good,A,A_zhitomir.info_U_Zhytomyri_ta_oblasti_SES.txt,,,У Житомирі та області СЕС продовжує фіксувати вміст сірчистого ангідриду в атмосферному повітрі,Житомир.info,http://www.zhitomir.info/news_150313.html,,,,2015,,211,0," гранично-допустимих -  гранично допустимих; Держсанепідслужби, – повідомляють - Держсанепідслужби, повідомляють ",
good,A,A_zhitomir.info_U_Zhytomyri_vidbulosia_sviato.txt,,,У Житомирі відбулося свято для всієї родини від команди Рудь,Житомир.info,http://www.zhitomir.info/news_150992.html,,,,2015,,321,0,не початий - непочатий,
good,A,A_zhitomir.info_U_Zhytomyrskiy_oblasti_hrybamy.txt,,,"У Житомирській області грибами поки ніхто не отруївся, але лікарі попереджають про небезпеку",Житомир.info,http://www.zhitomir.info/news_150383.html,,,,2015,,417,0,,
good,A,A_zhitomir.info_Yak_zhytomyrski_nardepy.txt,,,Як житомирські нардепи голосували за внесення змін до Конституції щодо децентралізації влади,Житомир.info,http://www.zhitomir.info/news_150170.html,,,,2015,,323,0,по фракціях - за фракціями,
good,A,A_zorya.poltava.ua_Bahno_Popelytsi_atakuyut_2013.txt,Багно,Василь,Попелиці атакують,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=6774,,,,2013,,241,0,,
good,A,A_zorya.poltava.ua_Bahno_Zymovi_turboty_na_pasitsi_2014.txt,Багно,Василь,Зимові турботи на пасіці,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=14600,,,,2014,,424,0,,
good,A,A_zorya.poltava.ua_Bilenka_Svoyeyu_dyvnoyu_krasoyu_2015.txt,Біленька,Оксана,«Своєю дивною красою зачарувала всіх вона»,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=15211,,,,2015,,280,0,,
good,A,A_zorya.poltava.ua_Boyko_Yakshcho_u_batka_vpravni_ruky_2014.txt,Бойко,Галина,Якщо у батька вправні руки...,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=11089,,,,2014,,404,0,,
good,A,A_zorya.poltava.ua_Ihnatenko_Vartist_vnutrishnyooblasnykh_perevezen_2014.txt,Ігнатенко,Олена,Вартість внутрішньообласних перевезень значно зросте,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=11346,,,,2014,,226,0,,
good,A,A_zorya.poltava.ua_Yalovehina_Dvi_shkolyarky_i_troye_studentiv_2014.txt,Яловегіна,Ганна,Дві школярки і троє студентів,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=9838,,,,2014,,468,0,,
good,B,B_AXIOS_1_2015.txt,,,AXIOS: Таїнство людської природи,,https://parafia.org.ua/biblioteka/hrystyyanstvo-virovchennya-ta-tradytsiji/axios-tajinstvo-lyudskoji-pryrody/axios-tajinstvo-lyudskoji-pryrody/,,Київ,Видавничий відділ УПЦ КП,2015,,866,0,"по благодаті - за благодаттю;недоліків - хиб, ґанджів; і отримати - й отримати; їх становища - їхнього",
good,B,B_AXIOS_2_2015.txt,,,AXIOS: Таїнство людської природи,,https://parafia.org.ua/biblioteka/hrystyyanstvo-virovchennya-ta-tradytsiji/axios-tajinstvo-lyudskoji-pryrody/axios-tajinstvo-lyudskoji-pryrody/,,Київ,Видавничий відділ УПЦ КП,2015,,847,0,взаємно збагачує один одного - збагачує одне одного,
good,B,B_AXIOS_3_2015.txt,,,AXIOS: Таїнство людської природи,,https://parafia.org.ua/biblioteka/hrystyyanstvo-virovchennya-ta-tradytsiji/axios-tajinstvo-lyudskoji-pryrody/axios-tajinstvo-lyudskoji-pryrody/,,Київ,Видавничий відділ УПЦ КП,2015,,288,0,нанесеш - завдаси,
good,B,B_Bendyk_Misiolohiia_1_2013.txt,Бендик,Мирон,Місіологія,,,,Львів,Коло,2013,16-20,974,0,,
good,B,B_Bendyk_Misiolohiia_2_2013.txt,Бендик,Мирон,Місіологія,,,,Львів,Коло,2013,37-42,969,0,"їхнім апріорним прокляттям - їх апріорним прокляттям; культури і - культури, і; співвітчизники - земляки; Незважаючи на - Попри",
good,B,B_Gudziak_Den_nezalezhnosti_2016.txt,Ґудзяк,Борис,День Незалежності - день нашої вдячності,LB.ua,https://lb.ua/news/2016/08/24/343502_den_nezalezhnosti_den_nashoi.html,,,,,,1056,0,"незважаючи на - попри; поселеннях, нас - поселеннях нас; Жиймо - Живімо",
good,B,B_Hrebeniuk_Odyn_mozhe_bahato_2012.txt,Гребенюк,Віктор,Один може багато...,Волинські єпархіальні відомості,,№3,Луцьк,,2012,5,818,0,огієнків - Огієнків,
good,B,B_Huzar_Naskilky_ti_2017.txt,Гузар,Любомир,"Наскільки ті, кому ми доручаємо долю нашого народу, справді є богобоязливими людьми?",Блог Київської Архиєпархії УГКЦ,http://ugcc.kiev.ua/blog/naskilky-ti-komu-my-doruchajemo-dolyu-nashoho-narodu-spravdi-je-bohoboyazlyvymy-lyudmy/,,,,2017,,632,0,євангелисти - євангелісти; Галилеї - Галілеї; знаходилася - була; Матеєм - Матвієм; віруючих людей - вірян; Віруючі особи - Віряни,
good,B,B_Istoria_ta_dukhovne_znachennia_sviata_vkhodu_2017.txt,,,Історія та духовне значення свята Входу Господнього в Єрусалим,,http://archangel.kiev.ua/index.php?option=com_content&view=article&id=1171,,,,2017,,1173,0,"Сионська - Сіонська; іудеї - юдеї; Його де - Його, де",
good,B,B_Kana_Nadiia_voskresinnia_2013.txt,Тимо,Максим,Надія воскресіння,Кана,,№5,Львів,Свічадо,2013,12-13,940,0,"подібно як - як; храмі і - храмі, і; і аду - й аду; бути несприйнятою серйозно - не бути сприйнятою серйозно; і оптимізм - й оптимізм",
good,B,B_Kana_Pist_po-suchasnomu_1_2013.txt,Тимо,Тарас,"Піст по-сучасному - не обмеження, а радість",Кана,,№4,Львів,Свічадо,2013,12-13,735,0,відточують - вигострюють,
good,B,B_Kana_Pist_po-suchasnomu_2_2013.txt,Тимо,Тарас,"Піст по-сучасному - не обмеження, а радість",Кана,,№4,Львів,Свічадо,2013,14-15,464,0,по суботах та неділях - в суботу й неділю,
good,B,B_Kana_Ucheteliu_blahyi_2013.txt,Лучок,Миколай,"Учителю благий, що мені робити…?",Кана,,№4,Львів,Свічадо,2013,26-27,896,,"Після того як - Після того, як",
good,B,B_Khaustov_495_rokiv_vid_pochatku_liuteranskoi_reformatsii_reformatsiia_tryvaie_1_2012.txt,Хаустов,Віктор,495 років від початку Лютеранської Реформації – Реформація триває!,,http://lutheran.kh.ua/index.php/statti/55-495-rokiv-vid-pochatku-liuteranskoi-reformatsii-reformatsiia-tryvaie,,Харків,,2012,,584,0,"будучи грішниками - бувши грішниками; спасіння по вірі - спасіння за вірою; Г.Зассе - Г. Зассе; Таким чином, більшою мірою - Отже, більшою мірою; про спасіння по вірі - про спасіння за вірою",
good,B,B_Khaustov_495_rokiv_vid_pochatku_liuteranskoi_reformatsii_reformatsiia_tryvaie_2_2012.txt,Хаустов,Віктор,495 років від початку Лютеранської Реформації – Реформація триває!,,http://lutheran.kh.ua/index.php/statti/55-495-rokiv-vid-pochatku-liuteranskoi-reformatsii-reformatsiia-tryvaie,,Харків,,2012,,595,0,"за рахунок літургії та Таїнства - завдяки літургії та Таїнству; включає в себе - охоплює; Таким чином, отримавши  - Отже, отримавши ",
good,B,B_Marusiak_Pro_Pokaiannia_2013.txt,Марусяк,Микола,"""Покаяння двері відчини мені, Життєдавче…"" (Декілька порад для тих, хто приступає до сповіді)",,cerkva.info/ru/publications/articles/3180-protmyhailmarusyakpropokayannya,,,,2013,,610,0,"не зважаючи на те, що батько - попри те, що батько; необхідно ставитись - потрібно ставитись; необхідно прийти до ""батьківського дому"" - потрібно прийти до ""батьківського дому""",
good,B,B_Tarasenko_Maty_i_znaty_zapovidi_2014.txt,Тарасенко,Віталій,"Мати і знати заповіді – це не означає, що ти їх добре виконуєш",Український християнський часопис “Місіонар”,,№ 2 (253),Львів,”Місіонер”,2014,24-25,428,0,"Заповіді нам потрібно – заповіді нам потрібні; дописуючи і, подекуди, навіть змінюючи їх – дописуючи і подекуди навіть змінюючи їх; терміну “ближній” - терміна “ближній”; Більше того - Навіть більше; Якщо, хтось вважає, що – Якщо хтось вважає, що; ",
good,B,B_Zvernennia_Biuro_UHKTS_z_pytan_ekolohii_2013.txt,Шеремета,Володимир,Звернення Бюро УГКЦ з питань екології з приводу Великопосної ініціативи 2013 р. «Екологічне навернення для порятунку створіння»,Відповідальність за створіння,http://www.ecoburougcc.org.ua/ekologichni-dokumenti-tserkvi/ekobjuro-ugkts/869-zvernennja-bjuro-ugkts-z-pitan-ekologiyi-z-privodu-velikoposnoyi-initsiativi-2013-r-ekologichne-navernennja-dlja-porjatunku-stvorinnja,,,,2013,,490,0,"довкілля і - довкілля, і",
good,B,B_Zvernennia_Tradytsiinyh_Ukr_Tserkov_2011.txt,,,Звернення традиційних Українських Церков,,cerkva.info/ru/documents/13-documents/1995-zvern-1-dec,,,Прес-центр Київської Патріархії,2011,,697,0,Тим більше - Тим паче; приналежності - належності,
good,C,C_Balandiukh_Virusy_hrypu_sunut_zi_skhodu_2016.txt,Баландюх,Олександра,Віруси грипу сунуть зі сходу,,http://zbruc.eu/node/60044,,Львів,,2016,,1325,0,майже вісім років - майже вісім років тому; гонконгського - гонконзького; фраґменти - фрагменти,
good,C,C_Dushar_Iz_trepetom_prystupim_Prymitky_vid_redaktora_1_2016.txt,Душар,Маріанна,Із трепетом приступім. Примітки від редактора,Дарія Цвєк. У будні і свята,,,Львів,Видавництво Старого Лева,2016,4-8,1533,0,"галицька кулінарна -  галицька, кулінарна; в фруктових - у фруктових; овоча - овочу; світлоблакитна — світло-блакитна","діалектизми: зупа (перша страва), товщ (жир), пляцок (пиріг), ярина (овочі), росіл (юшка на м’ясі або овочах) "
good,C,C_Dushar_Iz_trepetom_prystupim_Prymitky_vid_redaktora_2_2016.txt,Душар,Маріанна,Із трепетом приступім. Примітки від редактора,Дарія Цвєк. У будні і свята,,,Львів,Видавництво Старого Лева,2016,11-13,657,0,чвертьложечки - чверть ложечки; оцетом - оцтом,"діалектизми: запражка (підсмажене борошно, використовується для загущування соусів), зупа (перша страва), ярина (овочі)"
good,C,C_Ivanyk_Esperanto_Mova_milioniv_2016.txt,Іваник,Мирослава,Esperanto. Мова мільйонів,,http://zbruc.eu/node/60565,,Львів,,2016,,1424,0,"Земенгофа - Заменгофа; ориґінальної - оригінальної; Земенгоф - Заменгоф; пропаґує - пропагує; по трохи - потрохи; Журнал розповсюджується не лише в Україні, а висилаємо - Журнал розповсюджуємо не лише в Україні, а й висилаємо; есперанто центр - есперанто-центр",
good,C,C_Karavanska_Stylna_knyzhka_dlia_panianky_2015.txt,Караванська,Оксана,Стильна книжка для панянки,,,,Львів,Видавництво Старого Лева,2015,5-21,1174,0,виділятися - вирізнятися,
good,C,C_Kuskal_Yak_adaptuvatysia_2018.txt,Куськал,Катерина,Як адаптуватися в іншомовному середовищі,studway.com.ua,https://studway.com.ua/inshomovne-seredovishche/,,,,2018,,527,0,Співвітчизники - Земляки,
good,C,C_Kvity_Ukrayiny_Klymenko_Dukhmianyy_sad_to_spravzhnia_krykhta_rayu_2013.txt,Клименко,Анна,Духмяний сад - то справжня крихта раю,Квіти України,,2,Київ,,2013,26-27,485,0,"запах матіолі - запах матіоли; мірабилісу - мірабілісу; у небі блистять - у небі блищать/блискотять; Дерева і чагарники мають не тільки запашні квіти, - Запашними в дерев і чагарників є не тільки квіти,; олії, які виділяються листям або пелюстками - олії, що їх виділяє листя або пелюстки; бузка - бузку; сосен) - сосен",
good,C,C_Kvity_Ukrayiny_Rubtsova_Chyzhankova_Vesna_v_sadu_troyand_2_2013.txt,,,Весна в саду троянд,Квіти України,,2,Київ,,2013,9-10,244,0,більш раннього - ранішого; Грунтопокривні - Ґрунтопокривні,
good,C,C_Lisovyi_i_Myslyvskyi_zhurnal_Rekovets_Zahrada_v_Prazi_2012.txt,Рековець,Петро,Заграда в Празі,Лісовий і мисливський журнал,,5,Київ,,2012,24,355,0,"виноградник, поблизу - виноградник поблизу",
good,C,C_Lisovyi_i_Myslyvskyi_zhurnal_Vyprytskyi_Hratsiya_ukrayinskoho_lisu_1_2012.txt,Виприцький,Володимир,Грація українського лісу,Лісовий і мисливський журнал,,1,Київ,,2012,34,530,0,їх стрілецької підготовки - їхнього стрілецького вишколу; їх голоси - їхні голоси,
good,C,C_Lisovyi_i_Myslyvskyi_zhurnal_Vyprytskyi_Hratsiya_ukrayinskoho_lisu_2_2012.txt,Виприцький,Володимир,Грація українського лісу,Лісовий і мисливський журнал,,2,Київ,,2012,28-29,313,0,"шротом - шротом,; ведучої - провідної",
good,C,C_Lisovyi_i_Myslyvskyi_zhurnal_Yanenko_Oy_moroz_moroz_2012.txt,Яненко,Уляна,"Ой мороз, мороз...",Лісовий і мисливський журнал,,1,Київ,,2012,38-39,793,0,"вигляд як - вигляд, як; тижнів. - тижні.",
good,C,C_Lyublyu_kavu_Kavovyj_etyket_2012.txt,,,Кавовий етикет,Люблю каву,,1,Київ,,2012,18-19,204,0,"Особлива специфіка властива каві по-східному - Кава по-східному особлива тим, що",
good,C,C_Lyublyu_kavu_Vasylyevska_Notatky_barysta_2012.txt,Васильєвська,"Валерія ",Нотатки бариста: Найпоширеніші кавові помилки,Люблю каву,,1,Київ,,2012,20-23,437,0,"жодним чином — ніяк; заснути - заснути,; не відчути ні кислинку, ні гірчинку - не відчути ні кислинки, ні гірчинки",
good,C,C_Nashe_ptakhivnytstvo_Krayevska_Ratsion_perepilky_2018.txt,Краєвська,Ірина,Раціон перепілки,Наше Птахівництво,http://www.agrotimes.net/journals/article/racion-perepilki,2,Київ,,2018,,578,0,їх властивостями - їхніми властивостями; серед яких - серед яких є;,
