group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments
so-so,E,E_Informatsiia_shchodo_funktsii_ta_povnovazhen_orhaniv_prokuratury_2020_1.txt,,,Інформація щодо функцій та повноважень органів прокуратури,,https://data.gov.ua/dataset/8eb94178-8959-433c-b455-f4e0a712d36d/resource/ea66f304-142c-431a-bea7-2b600a1a7304/download/informatsiia-shchodo-funktsii-ta-povnovazhen-organiv-prokuraturi.docx,,,,2020,1-5,1081,0,вирішення відповідно до закону інших питань - розв'язання відповідно до закону інших питань,
so-so,E,E_Kabmin_Postanova_pro_zatv_pereliku_budrobit_2017.txt,,,Постанова від 7 червня 2017 р. № 406,Кабінет Міністрів України,https://www.kmu.gov.ua/npas/250057520,,Київ,,2017,,785,0,несучі – опорні; існуючих - наявних; підтримуючих - опорних,
so-so,E,E_LNU_Zvernennya_Vchenoyi_rady_LNU_2015.txt,,,Звернення Вченої ради філологічного факультету Львівського національного університету імені Івана Франка до ректорів вищих навчальних закладів України,,http://lnu.edu.ua/index.php?q=information&new=1644,,Львів,ЛНУ імені Івана Франка,2015,,541,0,"усунути з навчального процесу ВНЗ України української мови за професійним спрямуванням, історії України, історії української культури, іноземної мови, філософії - усунути з навчального процесу ВНЗ України українську мову за професійним спрямуванням, історію України, історію української культури, іноземну мову, філософію; оволодіння - опанування",
so-so,E,E_Lavrenchuk_Zvernennia_holovy_Pravlinnia_banku_2012.txt,Лавренчук,Володимир,Звернення голови Правління банку,https://ex.aval.ua/,https://ex.aval.ua/f/1/about/bank_reports/AR2012UKR_LoRes.pdf,,,,2012,,866,0,млн. - млн; за рахунок - завдяки; У подальшому - Надалі; обслуговуючих банків - обслуговувальних банків; оптова - гуртова; Великим попитом користуються також споживчі - Великий попит мають також споживчі,
so-so,E,E_Mantivest_Zvit_zi_staloho_rozvytku_2018.txt,,,Звіт зі сталого розвитку 2017-2018,,https://metinvestholding.com/Content/Entities/Report/24/ua/Metinvest_social_2019.pdf,,,,2018,,2003,0,заготовок - заготівок; газоочистки - газоочищення; навколишнє середовище - довкілля; виручка - виторг; впроваджені - впроваджено; переробку - перероблювання; у одному - в одному; в 2018 - у 2018; працюючих - робітників; в 2017 - у 2017; вирішення проблеми - розв'язання проблеми; вирішення проблеми - розв'язання проблеми; за рахунок підвищення - шляхом підвищення; прийому - прийняття; гарячої прокатки - гарячого вальцювання,
so-so,E,E_Nakaz Ministerstva okhorony zdorovia Ukrainy 2360_2019.txt,,,"Наказ МОЗ України від 29.11.2019 № 2360 «Про Розподіл витратних матеріалів для лікування хворих методом перитонеального діалізу, закуплених за кошти Державного бюджету України на 2018 рік»",,https://moz.gov.ua/article/ministry-mandates/nakaz-moz-ukraini-vid-29112019--2360-pro-rozpodil-vitratnih-materialiv-dlja-likuvannja-hvorih-metodom-peritonealnogo-dializu-zakuplenih-za-koshti-derzhavnogo-bjudzhetu-ukraini-na-2018-rik,,Київ,МОЗ України,2019,,316,0,своєчасну доставку - своєчасне доставлення,
so-so,E,E_Nakaz Ministerstva okhorony zdorovia Ukrainy_2019.txt,,,Наказ МОЗ України від 19.11.2019 № 2310 «Про внесення змін до наказу Міністерства охорони здоров'я України від 05 квітня 2019 року № 737»,,https://moz.gov.ua/article/ministry-mandates/nakaz-moz-ukraini-vid-19112019--2310-pro-vnesennja-zmin-do-nakazu-ministerstva-ohoroni-zdorovja-ukraini-vid-05-kvitnja-2019-roku--737,,Київ,МОЗ України,2019,,332,0,за рахунок бюджетних коштів - за бюджетні кошти,
so-so,E,E_Nakaz_Pro_provedennya_Kubka_Ukrayiny_z_lovli_ryby_2013.txt,,,Про проведення Кубка України з ловлі риби поплавковою вудкою серед чоловіків з риболовного спорту (III-ранг),,http://fsfu.org.ua/index.php/2013-10-14-09-17-13/zmahannia/60-nakaz-pro-provedennia-chu-2013-poplavok,,Київ,,2013,,238,0,за рахунок коштів – з коштів; ІІІ-ранг – III-й ранг,
so-so,E,E_Nibulon_Sotsialnyi_zvit_2018.txt,,,Соціальний звіт 2015/2017,,http://www.nibulon.com/,,Миколаїв,,2018,,524,0," більше 85 % — понад 85 %; По кожній з них - Щодо кожної з них; очистки — очищення; господарськопобутових — господарсько-побутових; з ультрафільтраційними, - з ультрафільтраційними мембранами,; прийому — приймання; тонн - тонни",
so-so,E,E_Poriadok_zabezpechennia_pidruchnykamy_ta_posibnykamy__2020.txt,,,ПОРЯДОК забезпечення підручниками та посібниками здобувачів повної загальної середньої освіти і педагогічних працівників,,https://www.kmu.gov.ua/npas/pro-vnesennya-zmin-do-poryadku-a957,,,,2020,,1483,0,доставки - доставлення; менше п'яти - менш як п'ять; менше 40 - менш як 40; більше 100 - понад 100; Доставка - Доставлення; доставку - доставлення; за рахунок коштів - коштом; затребуваних ним - потрібних йому; про передачу - про передання; Передача - Передання; передачі - передання; приймання-передачі - прийняття-передання; передачу - передання,
so-so,E,E_Poroshenko_Rosporyadzhennya_prezydenta_Ukrayiny_№225_2018-rp_2018.txt,Порошенко,Петро,РОЗПОРЯДЖЕННЯ ПРЕЗИДЕНТА УКРАЇНИ №225/2018-рп,www.president.gov.ua,https://www.president.gov.ua/documents/2252018-rp-25682,,,,2018,,189,0,Європейським співтовариством - Європейською спільнотою,
so-so,E,E_Postanova Kabinetu Ministriv Ukrainy_2016.txt,,,"Постанова КМУ «Про затвердження Порядку розгляду електронної петиції, адресованої Кабінету Міністрів України»",,https://zakon.rada.gov.ua/laws/show/457-2016-%D0%BF/sp:info-,,Київ,КМУ,2016,,1257,0,місцезнаходження - місцеперебування,
so-so,E,E_Postanova_Kabinetu_Ministriv_935_2020.txt,,,Постанова Кабінету Міністрів від 09 жовтня 2020 р. № 935,,https://www.kmu.gov.ua/npas/deyaki-pitannya-materialnogo-zabezp-a935,,Київ,,2020,,709,0,їх особистого внеску - їхнього особистого внеску; вирішення соціально-побутових питань - розв'язання соціально-побутових питань; їх діяльність - їхня діяльність; їх виконавчих органів - їхніх виконавчих органів,
so-so,E,E_Pro_dijalnist_Hromadskoi_rady_pry_Polohivskij_RDA_2013.txt,Малиш,Михайло,Про діяльність Громадської ради при Пологівській районній державній адміністрації Запорізької області за 2013 рік,Пологівські вісті,http://polvisti.com/2013/12/pro-diyalnist-hromadskoji-rady-pry-polohivskij-rajonnij-derzhavnij-administratsiji-zaporizkoji-oblasti-za-2013-rik/,,Запоріжжя,,2013,,735,0,"граничну чисельності - граничну чисельність;  роботи як -  роботи, як; заборгованості по заробітній платі - заборгованості з заробітної плати; немає в живих - немає серед живих; було вирішено забезпечити здійснення громадського контролю за - вирішено контролювати",
so-so,E,E_Rezolyutsiya_Konhresu_ukrayinskoho_biznesu_1_2015.txt,,,Резолюція Конгресу українського бізнесу,,http://blogs.pravda.com.ua/authors/pekar/54daf50e22be7/,,Київ,Всеукраїнська професійна спілка працівників малого та середнього бізнесу «Єднання»,2015,,1243,0,узагальнюючі - підсумкові; за рахунок - шляхом; виручки - виторгу; діючого - чинного,
so-so,E,E_Rezolyutsiya_Konhresu_ukrayinskoho_biznesu_2_2015.txt,,,Резолюція Конгресу українського бізнесу,,http://blogs.pravda.com.ua/authors/pekar/54daf50e22be7/,,Київ,Всеукраїнська професійна спілка працівників малого та середнього бізнесу «Єднання»,2015,,379,0,за рахунок - шляхом,
so-so,E,E_Rozporiadzhennia_Presydenta_Ukrainy_№390_2019.txt,,,РОЗПОРЯДЖЕННЯ ПРЕЗИДЕНТА УКРАЇНИ №390/2019-рп,,https://www.president.gov.ua/documents/3902019-rp-30485,,,,2019,,311,0,,
so-so,E,E_Rozvytok_kariery_v_softserve_2018.txt,,,РОЗВИТОК КАР'ЄРИ В SOFTSERVE,"Звіт з корпоративної соціальної відповідальності ",https://cdnssinc-prod.softserveinc.com/pdf/softserve-social-responsibility-report-2017-2018-ua.pdf,,,,2018,42-43,376,0,обгрунтування - обґрунтування,
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(1)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,559,0,прийом — прийняття; з числа - з-поміж,'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14)
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(2)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,555,0,довузівської - довишівської; прийом — прийняття,'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14)
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(3)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,570,0,"секції, по якій  - секції, в якій; прийом — прийняття; в зв'язку - у зв'язку",'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14)
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(4)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,586,0,прийом — прийняття,'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14)
so-so,E,E_Uhoda_pro_spivrobitnyctvo_ta_vzayemodiyu_2018.txt,,,Угода про співробітництво та взаємодію між Україною та Вселенським Константинопольським Патріархатом,,https://www.president.gov.ua/administration/ugoda-pro-spivrobitnictvo-ta-vzayemodiyu-mizh-ukrayinoyu-ta-482,,,,2018,,981,0,існуючого - наявного; в світовому - у світовому; У ході - Під час; невід'ємною - невіддільною; в двох - у двох,
so-so,E,E_Ukaz_Prezydenta_Ukrainy_№811_2019.txt,,,УКАЗ ПРЕЗИДЕНТА УКРАЇНИ №811/2019,,https://www.president.gov.ua/documents/8112019-30277,,,,2019,,690,0,,
so-so,E,E_Ukaz_Prezydenta_Ukrayiny_868_2019.txt,,,УКАЗ ПРЕЗИДЕНТА УКРАЇНИ №868/2019,www.president.gov.ua,https://www.president.gov.ua/documents/8682019-30745,,,,2019,,1695,0,присвоїти – надати; Леонидовичу - Леонідовичу,
so-so,E,E_Zakon_Ukrainy_shchodo_nevidvorotnosti_pokarannia_2015.txt,,,"Закон України Про внесення змін до деяких законодавчих актів України щодо невідворотності покарання осіб, які переховуються на тимчасово окупованій території України або в районі проведення антитерористичної операції",,https://zakon.rada.gov.ua/laws/show/119-19#n6,,Київ,,2015,,453,0,,
so-so,E,E_Zvit_pro_robotu_Fondu_derzhavnoho_maina_Ukrainy_2019.txt,,,Звіт про роботу Фонду державного майна України та хід приватизації державного майна у 2019 році,Фонд державного майна України,http://www.spfu.gov.ua/userfiles/pdf/zvit19_14800.pdf,,Київ,,2019,9-13,1416,0,в 2019 - у 2019; заінтересованим - зацікавленим,
so-so,F,F_Chornohor_Kosmichnyy_kinets_ery_dynozavriv_2018.txt,Леонід,Чорногор,"Космічний кінець ери динозаврів ",Світогляд,,71,Київ,Національна академія наук України,2018,35-37,979,0,у атмосферу - в атмосферу; У дійсності - Насправді; менше концентрації - менше за концентрацію; привести до загибелі - призвести до загибелі; привести до повного знищення - призвести до повного знищення; їх вагою - їхньою вагою; більше року - понад рік; за рахунок - завдяки; якщо б - якби,
so-so,F,F_Hamor_Zeleni_Karpaty_Pro_dobri_namiry_na_ekologichnyh_vyboinah_2017.txt,Гамор,Федір,Про добрі наміри на екологічних вибоїнах. Проблеми збереження та використання природоохоронних територій у контексті євроінтеграційних процесів в Україні,Зелені Карпати,http://cbr.nature.org.ua/zk/zk2017.pdf,1-4(52-55),Рахів,Карпатський біосферний заповідник,2017,192,1027,0," в середньому в два - в середньому у два; у той же час – водночас; включати в себе – охоплювати; оцінка екологічного впливу - оцінювання екологічного впливу",
so-so,F,F_Holodiuk_Ese_Blits_Kurs_2017_1.txt,Голодюк,Ірина,Есе: бліц-курс,,,,Брустури,Дискурсус,2017,46-49,876,0,акцентувати увагу - наголошувати,
so-so,F,F_Khimiia_dlia_dopytlyvykh_Ishchenko_Heliyeve_povitria_2012.txt,Іщенко,Тетяна,Гелієве повітря,Хімія для допитливих,https://journal.osnova.com.ua/download/54-2-26046.pdf,2,Харків,Основа,2012,13,278,0,попередити розвиток - запобігти розвитку,
so-so,F,F_Khimiia_dlia_dopytlyvykh_Martynenko_Navishcho_my_dyhayemo_2012.txt,Мартиненко,Людмила,Навіщо ми дихаємо,Хімія для допитливих,https://journal.osnova.com.ua/download/54-8-30125.pdf,8,Харків,Основа,2012,9-12,770,0,продукти харчування - харчові продукти; за рахунок - завдяки; більш складні - складніші; обзавелися - завели; циркулюючої - циркулівної,
so-so,F,F_Kolosok_Kolisnyk_Tsya_chydesna_spiral_2012.txt,Колісник,Ярина,Ця чудесна спіраль,Колосок,http://kolosok.org.ua/wp-content/uploads/2013/01/kolosok_2_2012_st.pdf,2,Стрий,СТ «Міські інформаційні системи»,2012,4-6,443,0,Кембриджського - Кембридзького; відкриття захоплююче - відкриття захопливе,
so-so,F,F_Kovalenko_Frukti_proti_ovochiv_1_2020.txt,Коваленко,Олексій,Фрукти проти овочів,,,,Київ,Віхола,2020,-193-202,1172,0,доставка – доставлення; під час термічної обробки - під час термічного оброблення; після термічної обробки - після терміного оброблення; метод термообробки - метод термооброблення,
so-so,F,F_Kovalenko_Frukti_proti_ovochiv_2_2020.txt,Коваленко,Олексій,Фрукти проти овочів,,,,Київ,Віхола,2020,9-18,857,0,післясмак – посмак; запихнути - запхнути; персидська - перська,
so-so,F,F_Kriachko_Kosmichni_teleskopy_2016.txt,Крячко,Іван,Космічні телескопи-флагмани,Країна знань,https://www.krainaz.org/ua/2016-03-04/599-telescopes,,Київ,громадська організація «Науково-освітня спілка «Майбутнє»,2016,,989,0,"металобрухт – брухт; задовільнити – задовольнити; в 2009 р. – у 2009 р.; 1,3 м. – 1,3 м",
so-so,F,F_Lizunov_Ukrainski_Suputnykovi_Proekty_Ionosfernykh_Sposterezhen_2014.txt,Лізунов,Георгій,Українські супутникові проекти іоносферних спостережень,Світогляд,,6,Київ,Національна академія наук України,2014,18-24,1019,0,"постановки завдань - формулювання завдань; вирішенні масштабних завдань - розв'язанні масштабних завдань; Незважаючи на - Попри; в тому числі, - в тому числі; супутникового кластеру – супутникового кластера; збору та передачі - збирання та передавання; широкого спектру – широкого спектра; домінуючої – панівної; оснащалися – оснащувалися; Оренбургська – Оренбурзька",
so-so,F,F_Lomakina_Nemaie_zhodnoho_doslidzhennia_2017.txt,Ломакіна,Ангеліна,"«Немає жодного дослідження, що ГМО небезпечні для здоров’я»: розмова з молекулярною біологинею",Platfor.ma,http://projects.platfor.ma/ruslana-gmo-radchuk/,,,,2017,,1047,0," достовірної — правдивої; Насправді, вже - Насправді вже ",
so-so,F,F_Malanyuk_Tryufeli_2012.txt,Маланюк,Василь,Трюфелі,Станіславівський натураліст,http://www.naturalist.if.ua/?p=5430,,,,2012,,1037,1,"Відносяться вони - Належать вони; бульбовидне - бульбоподібне; м’якоть – м’якуш; візерунку - візерунка; мушу однак - мушу, однак,; дороговизна – дорожнеча; по запаху - за запахом; споконвіків – споконвіку; Тому, зараз - Тому зараз; плодоносять – дають врожай; ",
so-so,F,F_Monastyrskyi_Omolodzhenja_orhanismu_2017.txt,Монастирський,Володимир,Омолодження організму: чи існує в принципі реальна можливість омолодити старий організм до юного віку?,Світогляд,https://www.mao.kiev.ua/biblio/jscans/svitogliad/svit-2017-12-2/svitoglyad-2017-2-10-monastyrsky.pdf,2(64),Київ,,2017,44-51,1242,0,генезу із зниженням їх функцій - генезу зі зниженням їхніх функцій; органів із зниженням їхніх функцій - органів зі зниженням їхніх функцій; їх стану - їхнього стану; їх активності - їхньої активності; їх організму - їхнього організму,
so-so,F,F_Parnovskyi_Yak_vlashtovano_Vsesvit_2019.txt,,,Як влаштовано Всесвіт. Вступ до сучасної космології,,,,Львів,Видавництво Старого Лева,2019,13-15,624,0,"після відкриття сером Ісааком Ньютоном закону - після того, як сер Ісаак Ньютон відкрив закон; 10,3 метрів – 10,3 метра; більш щільна - щільніша; більш низької – нижчої; призводило до утворення - приводило до утворення",
so-so,F,F_Parnykoza_Antarktychna_Odisseya_2016.txt,Парникоза,І.,Антарктична Одіссея,Країна знань,https://www.krainaz.org/ua/2016-01-02/110-antarctica,,Київ,громадська організація «Науково-освітня спілка «Майбутнє»,2016,,1053,0,По мірі - В міру; складеної в XV ст. турецьким мореплавцем Хаджі Мухеддін Пірі ібн Хаджі Мехмедом - яку склав у XV ст. турецький мореплавець Хаджі Мухеддін Пірі ібн Хаджі Мехмед; порахувавши - вважаючи; достовірне - правдиве; тутешнього пагорбу – тутешнього пагорба; оволодіння - заволодіння,
so-so,F,F_Rybalko_Sensatsiya_iz_okeanskykh_hlybyn_2013(pomylky).txt,Рибалко,Павло,Сенсація із океанських глибин,Народне слово,,1,Кіровоград,,2013,11,244,0,ГЄС - ГЕС; знаходилась - розташовувалась; в Пирогово - в Пироговому,
so-so,F,F_Skyba_Kreatyvna_ekonomika_2015(pomylky).txt,Скиба,Микола,Креативна економіка. Творити – значить існувати,Культура. Завтра,,,Київ,ВД «АДЕФ-Україна»,2015,119–125,2139,0,"переробкою - переробленням; відображаються - відбиваються; призвела - привела; відобразилося - відбилося; це один із резонів, чому - зокрема через це; індустріальній - індустрійній; постіндустріальному  - постіндустрійному; пост постіндустріальній - постпостіндустрійній; творчої економіки - креативної економіки; з Кейптауні - в Кейптауні; залінковують між собою - поєднують; Варшавської - варшавської; аплікації на працевлаштування - заяви/пакет документів на працевлаштування; численність тих - кількість тих; категорій. Як-от - категорій, як-от",
so-so,F,F_Sukhomlyn_Hryby_Ukrayiny_1_2013(pomylky).txt,,,Гриби України : Атлас-довідник,,,,Київ,KM Publishing,2013,4-5,907,0," незважаючи на те, що — хоч; полювання, щодо - полювання щодо; дане видання - це видання; користуватися широким попитом — мати попит; їх основні ознаки - їхні основні ознаки; їх природу - їхню природу; вузів — вишів; невірно — помилково; такого роду книгу — таку книгу; даного матеріалу — цього матеріалу;",
so-so,F,F_Sukhomlyn_Hryby_Ukrayiny_2_2013(rozbytyi na 2fr.).txt,,,Гриби України : Атлас-довідник,,,,Київ,KM Publishing,2013,5-7,1289,0,"більше 45 000 видів — понад 45 000 видів; їх основна функція — їхня основна функція; як у зморшок - як у зморшків; більшість їх зростають — більшість їх зростає; гіменофора - гіменофору; наприклад у - наприклад, у; їх поверхні - їхній поверхні",цей фрагмент розбитий на два прийнятні
so-so,F,F_Svachii_Systemy_koordynat_2010.txt,Свачій,Мирослав,Системи координат у космічному просторі,Український астрономічний портал,http://www.astrosvit.in.ua/statti/astrometriia-a/systemy-koordynat-u-kosmichnomu-prostori,,Київ,,2010,,1004,0,Будучи - Бувши; важко розв’язуване - важкорозв’язувне,
so-so,F,F_Vyatrovych_Ukrayina_Istoriya_z_hryfom_sekretno_2014(proshu pidibraty fragment bez akt.diieprykm).txt,В’ятрович,Володимир,Україна. Історія з грифом «Секретно»,,,,Харків,Книжковий Клуб «Клуб Сімейного Дозвілля»,2014,13-18,997,0,компрометуючі(а) - компроментувальні(а),
so-so,F,F_Zolotkovska_Pyshy_Lehkyi_Shliach_Vid_Idei_Do_Knyzhky_2018_1.txt,Золотковська,Таіс,Пиши. Легкий шлях від ідеї до книжки,,,,Дніпро,Моноліт,2018,13-25,1483,0,дресирувальника - дресувальника; Коперфілда - Копперфілда; зомбі-апокаліпсиса - зомбі-апокаліпсис,
so-so,F,F_Zolotkovska_Pyshy_Vid_Idei_Do_Knyzhky_2018_2.txt,Золотковська,Таіс,Пиши. Легкий шлях від ідеї до книжки,,,,Дніпро,Моноліт,2018,29-34,709,0,,
so-so,F,G_Aksionova Naraliya_Metodyka vidbory internet-informatsii_2014.txt,Аксьонова,Наталія,Методика відбору інтернет-інформації: вплив сучасних інтернет-технологій,Наукові праці Національної бібліотеки України ім. В. І. Вернадського.,http://www.irbis-nbuv.gov.ua/everlib/item/er-0000001712,39,,,2014,385-396,1037,0,"невід’ємною - невіддільною; 1,8 зетабайт - 1,8 зетабайта; У свою чергу -  Своєю чергою; вирішення найважливіших проблем  -  розв’язання найважливіших проблем; недостовірну - неправдиву;  достовірності; - правдивості; ",
so-so,G,G_Aleksievets_Kosovo_osnovni_etapy_samovyznachennia_ta_stanovlennia_derzhavnosti_2017_June22.txt,Алексієвець,Микола,Косово: основні етапи самовизначення та становлення державності,Україна-Європа-Світ,,20,Тернопіль,Видавництво ТНПУ ім. В.Гнатюка,2017,,1987,0,протиріччя – суперечність; постялтинської – пост’ялтинської; на сьогоднішній день – сьогодні; внутрішньо-політичного – внутрішньополітичного; прогресуюча – що прогресує; ворогуючі – що ворогують; підключилось – приєдналось; співтовариство – спільнота; чоловік – осіб; переключити – перемикнути; конфліктуючими – що конфліктують,
so-so,G,G_Baran_Inzhenerno-geozedychni_roboty_v_Ukrayini_2011.txt,,,Інженерно-геодезичні роботи в Україні,Вісник геодезії та картографії,http://nbuv.gov.ua/UJRN/vgtk_2011_5_6,74,Львів,ТОВ «Літера Графік»,2012,19-21,1279,0,приділяє велику увагу - звертає велику увагу на; виконаних цими організаціями - що їх виконали ці організації; ̈х досягнень - їхніх досягнень 25-ти років - 25 років; їх кренів - їхніх кренів; конфайнмента - конфайнменту; 10-ти – 10; 18-ти – 18; за рахунок – завдяки; в зв’язку з будівництвом – у зв’язку з будівництвом; 15-ти – 15; 25-ти років – 25 років; їх консольних ферм - їхніх консольних ферм,
so-so,G,G_Batsevych_Text_yak_znak_problemy_ikonichnosti_2017_June22.txt,Бацевич,Флорій,Текст як знак: проблеми іконічності,Теоретична і дидактична філологія. Серія «Філологія»,,25,Львів,,2017,37-43,2066,,ДжонСьорль - Джон Сьорль; привя’заності - прив’язаності,
so-so,G,G_Brunets_Heohrafia_i_turyzm_Strukturna_pobudova_turystychnoi_infrastrukturt_2010_2_June22.txt,Брунець,Богдан,Структурна подубова туристичної інфраструктури,Географія та туризм,,,,,2010,1-6,950,0,прийнято - заведено; рекреаційнотуристичними - рукреаційно-туристичними; природніх - природних; глибокоінтегрованих - глибоко інтергованих;  функціональногосподарських - функціонально  господарських; матеріальноречових - матеріально речових; рекреаційнотуристичних - рекреаційно-туристичних; відображають - зображають,
so-so,G,G_Franchuk_Henom_universytetu_osnovy_aktualizatsii_2017_June22.txt,Франчук,Тетяна,Геном університету: основи актуалізації,Іван Огієнко і сучасна наука та освіта. Науковий збірник. Серія: Філологічна,https://shron1.chtyvo.org.ua/Franchuk_Tetiana/Henom_universytetu_osnovy_aktualizatsii.pdf?,Випуск XIV,Кам’янець-Подільський,Кам’янець-Подільський національний університет імені Івана Огієнка,2017,1-5,2110,0,"позиціонується - позиціюється; власною траєкторію - власною траєкторією; проектування - проєктування; , насамперед, - насамперед; проектуючи - проєктуючи; проектування - проєктування; проектування - проєктування; Водночас, - Водночас; достовірної - вірогідної; достовірного - вірогідного; проекцій - проєкцій; на сьогоднішній день - сьогодні; позиціонується - позиціюється; домінуючих - домінантних; існуючих - наявних; об’єму знань - обсягу знань; вирішення актуальних проблем - розв'язання актуальних проблем; один без другого - один без одного; Немає необхідності - Немає потреби; зарубіжних - закордонних; У тому числі, - У тому числі; вуз - виш; домінуючих - домінантних",
so-so,G,G_Fursova_Kryvytskij_Technologii_mashynnoho_navchannia_2020.txt,,,Технології машинного навчання в розробці комп’ютерних ігор,Наука та виробництво: зб. наукових праць,http://reposit.nupp.edu.ua/bitstream/PoltNTU/8772/1/Fursova_Krivitskiy.pdf,22,Маріуполь," ДВНЗ «ПДТУ»",2020,263-266,986,0," забезпеченням, водночас, комп’ютерні – забезпеченням, водночас комп’ютерні; значимість – значущість; познайомитися у ігровому – познайомитися в ігровому; більш складної - складнішої; для обробки - для оброблення; мозок, є - мозок є; навколишньому середовищі - довкіллі; Процес розробки - Розробляння",
so-so,G,G_Goblik-Markovich_Iltyo_Analiz_dynamiky_ta_aktualnykh_problem_rozvytku_sfery_turyzmu_2018_June22.txt,,,Аналіз динаміки та актуальних проблем розвитку сфери туризму,Освіта і наука,,,Мукачево-Ченстохова,,2018,16-20,1242,0,"зарубіжних – закордонних, бажаючих – охочих, чоловік – осіб, мільйонів – мільйони, обстановкою – обставинами, в’їжджаючих – тих, що в’їжджають, , виїжджаючих – тих, що виїжджають, , значимим – значущим, року – році, за рахунок - шляхом",
so-so,G,G_Grys_Osoblyvosti_roboty_psyhologa_iz_mehanizmamy_psyhologychnogo_zahystu_kliyentiv_2014_June22.txt,Грись,Антоніна,Особливості роботи психолога із механізмами психологічного захисту клієнтів,Науковий часопис національного педагогічного університету імені М. П. Драгоманова. Серія 12 : Психологічні науки.,http://irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/Nchnpu_012_2014_45_13.pdf,45,Київ,Вид-во НПУ ім. М. П. Драгоманова,2014,74-79,2046,0,оволодіння – опанування; вирішенням цих проблем – розв’язанням цих проблем; всезагальних – загальних; протиріччя – суперечність; оточуючим – навколишнім; на сьогоднішній день – на сьогодні; співпадають – збігаються; відображають – показують; більш високі – вищі; незважаючи на – попри; стримуючи – що стримують; за рахунок – коштом; більш складна – складніша,
so-so,G,G_Harhaun_Teoretychni zasady ideolohii ukrainskoho natsionalizmu v pratsiakh Y. Boiko-Blokhyna_2016_June22.txt,Гаргаун,Я. І,Теоретичні засади ідеології українського націоналізму в працях Ю. Бойко-Блохина,Науково-методичний журнал «Наукові праці»,,Випуск 270. Том 282. Історія,Миколаїв,Видавництво ЧНУ імені Петра Могили,2016,12-13,876,0,незважаючи на праці - попри праці;прискорненні - прискоренні;1955 р - 1955 р.;свідомості і естетики - свідомості й естетики;займаючи посаду - обіймаючи посаду;в свою - у свою,
so-so,G,G_Havryliv_Paradygma_Galychyna_na_tli_modernizatsiynych_protsesiv_2013_June22.txt,Гаврилів,Тимофій,Галичина на тлі модернізаційних процесів,Парадигма,http://www.inst-ukr.lviv.ua/files/paradygma/240-272-gt.pdf,7,Львів,Інститут українознавства ім. І. Крип’якевича НАН України,2013,240 - 247,2096,1," між Бродами і Лопатинами – між Бродами й Лопатинами; в’єднання ідеалізованих Бродів – доєднання ідеалізованих Бродів; технічно в’єднане в модерн – технічно доєднане до модерну; є оповідженим часом – є оповіданим часом; Англії і Франції  - Англії й Франції; протистави старої і нової ситуації – протиставлення старої й нової ситуації; їхня побудованість – їхня вибудованість; цієї єдиної і незглибної протистави – цього єдиного й незглибного протиставлення; з Італії і в шістнадцятому сторіччі - з Італії й в шістнадцятому сторіччі; якщо б нам – якби нам; людиною понаднаціональною – людиною наднаціональною; політичноекзистенційні максими – політично екзистенційні максими; понадпартійними і навіть понадчасовими - понадпартійними й навіть понадчасовими; задіяти ресторан – залучити ресторан; тільки в творах Рота – тільки у творах Рота",
